Date,Sunlight Hours,Wind Speed (km/h),Water Temperature (°C),Water Clarity (index),Dissolved Oxygen (mg/L),Ammonia Level (mg/L),Nitrate Level (mg/L),pH Level,Fish Density (fish/m³),Feed Rate (kg/day),Yield (kg)
2022-09-27,10.0,3.84,15.24,2.3,12.08,4.97,28.82,6.67,7.94,4.67,76.96
2022-09-28,10.0,7.71,14.46,2.1,11.31,5.51,29.23,6.45,7.46,4.06,71.18
2022-09-29,10.0,5.28,14.95,2.26,12.64,5.0,28.66,6.91,8.03,4.68,83.83
2022-09-30,10.0,5.47,14.91,2.4,12.03,5.14,28.93,6.75,7.82,4.63,73.7
2022-10-01,10.0,6.67,14.67,2.15,11.94,5.28,28.96,6.66,7.72,4.34,70.02
2022-10-02,10.0,6.24,14.75,2.18,13.1,5.0,28.51,7.08,8.12,4.47,63.16
2022-10-03,10.0,5.07,14.99,2.31,11.73,5.16,29.01,6.64,7.75,4.43,68.38
2022-10-04,10.0,2.65,15.48,2.2,11.07,5.05,29.14,6.63,7.68,4.67,69.08
2022-10-05,10.01,5.24,14.97,2.08,13.21,4.88,28.41,7.1,8.21,4.71,82.72
2022-10-06,10.01,4.24,15.17,2.25,14.23,4.58,28.01,7.41,8.6,5.03,78.81
2022-10-07,10.01,3.27,15.38,2.4,13.16,4.7,28.41,6.97,8.31,4.89,85.83
2022-10-08,10.02,4.2,15.2,2.27,13.8,4.67,28.18,7.24,8.46,5.02,70.35
2022-10-09,10.02,4.66,15.12,2.2,12.46,4.98,28.69,6.91,8.01,4.79,71.54
2022-10-10,10.03,4.46,15.17,2.33,11.09,5.24,29.23,6.63,7.58,4.48,72.09
2022-10-11,10.03,3.2,15.44,2.23,13.26,4.68,28.34,7.11,8.35,4.94,73.38
2022-10-12,10.04,3.91,15.31,2.37,12.52,4.91,28.68,7.0,8.07,4.87,69.28
2022-10-13,10.04,6.56,14.8,2.09,11.37,5.4,29.17,6.71,7.54,4.41,64.44
2022-10-14,10.05,7.77,14.58,2.17,11.29,5.55,29.27,6.48,7.44,3.95,60.78
2022-10-15,10.06,5.81,14.99,2.34,13.2,4.97,28.5,7.17,8.17,4.53,77.18
2022-10-16,10.07,4.74,15.23,2.24,10.67,5.37,29.4,6.58,7.43,4.44,83.36
2022-10-17,10.08,4.02,15.4,2.29,12.12,5.02,28.83,6.77,7.93,4.75,84.66
2022-10-18,10.09,8.17,14.59,2.11,12.36,5.39,28.87,6.95,7.76,4.29,72.83
2022-10-19,10.1,6.25,15.0,2.38,10.75,5.52,29.46,6.45,7.36,4.34,64.71
2022-10-20,10.11,4.16,15.45,2.27,11.59,5.15,29.04,6.82,7.75,4.7,72.35
2022-10-21,10.12,6.29,15.06,2.04,12.19,5.25,28.85,6.91,7.82,4.3,89.08
2022-10-22,10.13,6.48,15.05,2.18,11.24,5.47,29.25,6.56,7.5,4.37,78.62
2022-10-23,10.14,5.88,15.2,2.25,13.49,4.96,28.39,7.27,8.26,4.67,67.84
2022-10-24,10.16,5.22,15.37,2.33,13.71,4.86,28.3,7.31,8.37,4.71,66.63
2022-10-25,10.17,4.58,15.53,2.34,13.26,4.89,28.45,7.14,8.26,4.81,81.85
2022-10-26,10.19,7.28,15.03,2.11,13.14,5.19,28.56,7.11,8.06,4.43,67.79
2022-10-27,10.2,5.37,15.45,2.26,12.04,5.23,28.93,6.91,7.82,4.43,69.8
2022-10-28,10.22,7.95,14.97,2.2,10.0,5.9,29.8,6.21,7.01,3.71,75.7
2022-10-29,10.23,6.29,15.34,2.35,13.19,5.11,28.56,6.97,8.13,4.53,80.16
2022-10-30,10.25,4.37,15.77,2.21,13.29,4.9,28.41,7.03,8.28,4.79,71.52
2022-10-31,10.27,7.86,15.12,2.19,13.24,5.27,28.57,7.02,8.05,4.28,64.64
2022-11-01,10.28,7.37,15.26,2.16,11.09,5.66,29.37,6.45,7.39,4.23,72.86
2022-11-02,10.3,6.12,15.56,2.4,11.84,5.39,29.08,6.64,7.71,4.34,79.58
2022-11-03,10.32,5.91,15.65,2.28,11.51,5.45,29.18,6.54,7.61,4.28,72.43
2022-11-04,10.34,5.26,15.83,2.31,13.04,5.09,28.58,7.02,8.14,4.65,68.95
2022-11-05,10.36,5.85,15.76,2.12,14.44,4.88,28.04,7.22,8.55,4.7,69.37
2022-11-06,10.38,6.95,15.59,2.06,11.71,5.54,29.11,6.74,7.61,4.36,78.72
2022-11-07,10.4,5.61,15.91,2.34,12.28,5.3,28.9,6.69,7.87,4.5,83.37
2022-11-08,10.42,8.3,15.43,1.97,11.94,5.65,29.07,6.8,7.6,4.01,68.12
2022-11-09,10.44,5.65,16.01,2.25,12.77,5.23,28.71,7.04,8.02,4.48,82.05
2022-11-10,10.46,6.9,15.82,2.11,11.72,5.58,29.14,6.83,7.61,4.19,60.32
2022-11-11,10.48,7.55,15.75,2.15,12.27,5.54,28.97,6.92,7.75,4.12,91.53
2022-11-12,10.51,5.47,16.22,2.22,12.3,5.34,28.89,6.86,7.88,4.61,72.52
2022-11-13,10.53,7.27,15.92,2.12,13.6,5.27,28.45,7.16,8.19,4.5,71.4
2022-11-14,10.55,8.07,15.82,1.89,11.58,5.77,29.21,6.74,7.49,4.19,93.64
2022-11-15,10.58,6.39,16.22,2.08,12.46,5.44,28.85,6.89,7.87,4.54,87.97
2022-11-16,10.6,7.24,16.11,2.42,10.9,5.85,29.55,6.48,7.32,4.06,83.39
2022-11-17,10.63,6.46,16.34,2.27,12.41,5.48,28.92,6.79,7.85,4.5,92.03
2022-11-18,10.65,6.07,16.48,2.28,12.63,5.41,28.83,6.95,7.95,4.42,78.01
2022-11-19,10.68,6.95,16.37,2.31,10.55,5.92,29.67,6.51,7.22,3.99,89.24
2022-11-20,10.7,7.34,16.36,2.28,12.3,5.62,29.02,6.95,7.76,4.39,89.9
2022-11-21,10.73,7.97,16.3,2.27,11.96,5.77,29.17,6.8,7.61,4.3,71.69
2022-11-22,10.76,5.57,16.85,2.27,13.28,5.28,28.58,7.05,8.18,4.63,84.49
2022-11-23,10.78,4.99,17.04,2.28,15.25,4.84,27.82,7.68,8.84,5.14,87.85
2022-11-24,10.81,8.03,16.5,2.09,13.23,5.56,28.68,7.13,8.01,4.28,78.84
2022-11-25,10.84,6.2,16.94,2.34,13.56,5.33,28.53,7.22,8.22,4.76,89.02
2022-11-26,10.87,7.68,16.72,2.15,14.06,5.39,28.37,7.15,8.29,4.42,73.49
2022-11-27,10.9,6.59,17.01,2.29,12.98,5.51,28.77,6.92,8.01,4.53,81.25
2022-11-28,10.92,7.78,16.85,2.11,12.56,5.73,28.94,6.78,7.81,4.25,88.89
2022-11-29,10.95,5.86,17.31,2.26,13.42,5.38,28.58,7.13,8.2,4.66,72.13
2022-11-30,10.98,8.63,16.83,2.05,12.15,5.92,29.14,6.72,7.62,4.24,64.93
2022-12-01,11.01,6.27,17.38,2.19,12.71,5.59,28.86,6.86,7.94,4.6,83.66
2022-12-02,11.04,4.84,17.74,2.29,13.86,5.23,28.39,7.15,8.39,4.82,80.26
2022-12-03,11.07,5.37,17.72,2.19,14.19,5.24,28.28,7.34,8.46,4.82,81.73
2022-12-04,11.1,4.77,17.91,2.48,12.05,5.62,29.13,6.86,7.81,4.6,81.08
2022-12-05,11.13,4.0,18.15,2.38,14.04,5.16,28.33,7.1,8.5,5.02,77.01
2022-12-06,11.17,6.62,17.71,2.24,12.84,5.68,28.87,6.81,7.95,4.4,90.78
2022-12-07,11.2,7.64,17.58,2.18,12.05,5.95,29.2,6.89,7.64,4.31,94.02
2022-12-08,11.23,4.69,18.26,2.3,12.64,5.56,28.89,6.94,8.0,4.65,79.03
2022-12-09,11.26,9.23,17.43,2.18,12.42,6.07,29.14,6.88,7.66,3.93,87.56
2022-12-10,11.29,8.17,17.73,2.37,13.78,5.71,28.62,7.25,8.15,4.5,88.5
2022-12-11,11.32,1.38,19.17,2.52,12.77,5.25,28.77,6.88,8.24,5.28,70.1
2022-12-12,11.36,3.73,18.78,2.51,13.86,5.28,28.45,7.26,8.44,4.98,86.7
2022-12-13,11.39,9.83,17.65,1.92,13.41,6.0,28.76,7.2,7.93,4.2,85.82
2022-12-14,11.42,6.9,18.32,2.25,13.33,5.74,28.75,7.17,8.08,4.37,82.73
2022-12-15,11.46,7.45,18.3,2.32,12.84,5.9,28.97,6.84,7.89,4.23,95.62
2022-12-16,11.49,7.35,18.4,2.25,11.82,6.11,29.35,6.58,7.57,4.31,84.91
2022-12-17,11.52,6.6,18.64,2.34,14.08,5.61,28.49,7.09,8.33,4.64,93.83
2022-12-18,11.56,5.87,18.87,2.38,12.91,5.78,28.91,6.83,8.0,4.45,89.65
2022-12-19,11.59,4.22,19.29,2.5,14.0,5.42,28.47,7.19,8.45,5.09,84.34
2022-12-20,11.62,5.44,19.13,2.21,13.56,5.64,28.63,7.08,8.23,4.59,77.68
2022-12-21,11.66,7.11,18.89,2.29,12.91,5.96,28.97,7.07,7.92,4.42,98.6
2022-12-22,11.69,8.33,18.73,2.16,12.66,6.15,29.09,6.95,7.77,4.24,84.32
2022-12-23,11.73,5.13,19.46,2.53,14.58,5.46,28.32,7.42,8.57,4.92,84.54
2022-12-24,11.76,4.65,19.65,2.33,12.47,5.85,29.06,6.82,7.92,4.56,89.88
2022-12-25,11.79,5.57,19.55,2.54,13.61,5.73,28.72,7.12,8.23,4.82,112.54
2022-12-26,11.83,4.69,19.82,2.47,15.02,5.38,28.14,7.36,8.73,5.11,94.38
2022-12-27,11.86,8.07,19.23,2.43,13.29,6.08,28.93,7.11,7.98,4.42,93.53
2022-12-28,11.9,4.62,20.01,2.48,12.18,5.97,29.23,6.92,7.83,4.62,75.89
2022-12-29,11.93,6.36,19.75,2.33,12.69,6.06,29.09,6.88,7.88,4.38,103.52
2022-12-30,11.97,5.86,19.94,2.3,14.96,5.58,28.2,7.34,8.64,4.73,98.49
2022-12-31,12.0,8.8,19.44,2.31,14.3,6.02,28.58,7.19,8.25,4.31,84.92
