Date,Sunlight Hours,Wind Speed (km/h),Water Temperature (°C),Water Clarity (index),Dissolved Oxygen (mg/L),Ammonia Level (mg/L),Nitrate Level (mg/L),pH Level,Fish Density (fish/m³),Feed Rate (kg/day),Yield (kg)
2020-09-26,10.0,7.2,14.57,2.08,10.49,5.63,29.52,6.26,7.22,3.89,67.82
2020-09-27,10.0,5.37,14.93,2.14,13.56,4.83,28.29,7.15,8.32,4.89,49.27
2020-09-28,10.0,5.55,14.89,2.22,12.08,5.14,28.88,6.67,7.83,4.66,49.61
2020-09-29,10.0,5.08,14.98,2.29,12.62,4.98,28.66,6.9,8.03,4.68,53.53
2020-09-30,10.0,7.49,14.5,2.0,11.35,5.48,29.19,6.6,7.48,4.23,40.45
2020-10-01,10.0,6.84,14.63,2.06,10.83,5.52,29.37,6.62,7.36,4.02,41.75
2020-10-02,10.0,7.27,14.55,2.24,11.18,5.49,29.29,6.61,7.44,4.04,62.37
2020-10-03,10.0,4.3,15.15,2.23,14.08,4.61,28.07,7.2,8.55,5.12,65.09
2020-10-04,10.01,2.99,15.42,2.43,12.29,4.84,28.74,6.92,8.05,4.93,51.4
2020-10-05,10.01,5.13,15.0,2.11,12.35,5.05,28.74,6.93,7.94,4.6,51.48
2020-10-06,10.01,3.09,15.41,2.24,12.91,4.73,28.47,7.03,8.25,4.83,66.74
2020-10-07,10.02,4.83,15.07,2.27,12.21,5.05,28.81,6.88,7.92,4.67,60.31
2020-10-08,10.02,1.15,15.82,2.38,13.62,4.4,28.15,7.25,8.59,5.37,70.84
2020-10-09,10.03,6.02,14.86,2.24,12.0,5.21,28.93,6.79,7.78,4.34,49.45
2020-10-10,10.03,6.89,14.7,2.14,13.2,5.06,28.49,6.91,8.11,4.53,45.93
2020-10-11,10.04,6.54,14.79,2.25,12.18,5.24,28.89,6.67,7.8,4.41,60.34
2020-10-12,10.04,7.85,14.55,2.17,12.34,5.34,28.87,6.79,7.78,4.38,58.68
2020-10-13,10.05,5.15,15.11,2.25,11.44,5.25,29.12,6.52,7.65,4.56,59.22
2020-10-14,10.06,3.71,15.41,2.37,12.38,4.93,28.73,6.74,8.03,4.73,51.42
2020-10-15,10.07,3.63,15.45,2.18,12.94,4.81,28.48,7.12,8.22,5.0,65.11
2020-10-16,10.08,8.32,14.54,2.01,12.54,5.36,28.78,7.01,7.81,4.22,60.45
2020-10-17,10.09,5.34,15.16,2.21,11.44,5.29,29.13,6.67,7.64,4.33,51.23
2020-10-18,10.1,5.28,15.2,2.2,11.64,5.25,29.05,6.72,7.7,4.37,60.63
2020-10-19,10.11,10.16,14.25,2.16,12.75,5.52,28.82,6.91,7.76,4.07,56.97
2020-10-20,10.12,3.74,15.57,2.42,13.23,4.79,28.43,7.15,8.3,5.02,68.36
2020-10-21,10.13,8.99,14.55,1.95,12.07,5.55,28.99,6.62,7.61,3.92,53.15
2020-10-22,10.14,5.81,15.21,2.32,11.98,5.26,28.97,6.9,7.78,4.61,57.28
2020-10-23,10.16,7.32,14.95,2.18,12.42,5.33,28.84,6.73,7.83,4.27,67.87
2020-10-24,10.17,5.98,15.25,2.15,12.73,5.14,28.67,7.0,8.01,4.69,60.85
2020-10-25,10.19,6.0,15.28,2.12,14.03,4.89,28.17,7.25,8.42,4.85,66.71
2020-10-26,10.2,5.03,15.52,2.16,13.46,4.91,28.36,7.22,8.29,4.86,68.47
2020-10-27,10.22,5.57,15.45,2.33,12.25,5.21,28.88,6.84,7.88,4.42,54.04
2020-10-28,10.23,8.5,14.9,2.09,11.06,5.75,29.4,6.44,7.32,3.9,67.47
2020-10-29,10.25,8.2,15.0,1.99,11.23,5.7,29.31,6.52,7.39,4.13,59.65
2020-10-30,10.27,5.19,15.65,2.13,10.26,5.6,29.59,6.29,7.26,4.4,68.5
2020-10-31,10.28,5.76,15.58,2.35,12.57,5.2,28.78,6.78,7.96,4.51,69.71
2020-11-01,10.3,3.43,16.09,2.37,11.94,5.1,28.93,6.86,7.9,4.86,75.73
2020-11-02,10.32,4.14,16.0,2.1,13.6,4.85,28.28,7.06,8.39,4.96,61.73
2020-11-03,10.34,5.81,15.72,2.23,12.67,5.22,28.73,6.88,7.99,4.71,73.67
2020-11-04,10.36,5.08,15.91,2.19,13.59,4.97,28.35,7.19,8.32,4.79,62.17
2020-11-05,10.38,5.1,15.96,2.36,10.8,5.54,29.45,6.44,7.43,4.21,44.28
2020-11-06,10.4,5.99,15.83,2.21,12.35,5.33,28.87,6.92,7.87,4.59,59.38
2020-11-07,10.42,3.51,16.39,2.3,13.27,4.91,28.44,7.08,8.32,4.87,57.24
2020-11-08,10.44,5.88,15.97,2.4,14.1,4.99,28.24,7.16,8.44,4.64,61.25
2020-11-09,10.46,4.68,16.26,2.31,13.88,4.92,28.27,7.23,8.44,4.86,65.09
2020-11-10,10.48,6.55,15.95,2.24,11.5,5.6,29.24,6.53,7.56,4.21,53.86
2020-11-11,10.51,6.4,16.04,2.25,12.34,5.43,28.92,6.76,7.84,4.39,69.75
2020-11-12,10.53,8.79,15.62,2.13,11.96,5.75,29.14,6.62,7.57,3.99,42.72
2020-11-13,10.55,6.25,16.19,2.32,12.08,5.49,29.04,6.87,7.76,4.41,59.87
2020-11-14,10.58,4.71,16.56,2.31,11.65,5.43,29.14,6.83,7.72,4.63,78.58
2020-11-15,10.6,4.97,16.57,2.31,13.31,5.14,28.52,7.08,8.23,4.88,60.98
2020-11-16,10.63,8.39,15.95,2.19,8.66,6.42,30.41,6.02,6.54,3.59,69.19
2020-11-17,10.65,6.36,16.42,2.23,12.38,5.49,28.93,6.86,7.85,4.53,64.01
2020-11-18,10.68,6.23,16.51,2.02,12.65,5.43,28.78,6.97,7.94,4.62,64.83
2020-11-19,10.7,7.43,16.34,2.05,11.11,5.87,29.42,6.58,7.38,4.04,65.27
2020-11-20,10.73,6.72,16.55,2.1,12.9,5.46,28.73,6.86,7.99,4.61,57.78
2020-11-21,10.76,7.24,16.52,2.38,11.48,5.8,29.35,6.59,7.5,4.3,75.7
2020-11-22,10.78,3.42,17.35,2.54,13.77,4.98,28.37,7.15,8.46,5.14,79.28
2020-11-23,10.81,7.19,16.67,2.26,11.33,5.86,29.39,6.61,7.46,4.21,66.31
2020-11-24,10.84,6.54,16.87,2.16,12.0,5.67,29.1,6.68,7.71,4.22,58.75
2020-11-25,10.87,6.59,16.94,2.07,13.29,5.43,28.6,7.2,8.11,4.67,68.26
2020-11-26,10.9,6.59,17.01,2.25,11.88,5.73,29.18,6.67,7.66,4.26,75.09
2020-11-27,10.92,9.16,16.57,1.94,11.68,6.04,29.3,6.56,7.44,3.93,67.77
2020-11-28,10.95,7.06,17.07,2.4,12.44,5.69,29.02,7.0,7.81,4.32,66.94
2020-11-29,10.98,7.55,17.05,2.19,10.85,6.08,29.61,6.43,7.27,3.96,70.23
2020-11-30,11.01,7.11,17.21,2.11,11.13,5.99,29.48,6.48,7.39,4.02,52.97
2020-12-01,11.04,6.28,17.46,2.34,12.79,5.59,28.87,6.87,7.96,4.54,74.38
2020-12-02,11.07,3.78,18.03,2.19,12.57,5.4,28.83,6.98,8.04,4.86,82.61
2020-12-03,11.1,6.47,17.57,2.08,13.58,5.48,28.54,7.25,8.2,4.71,66.18
2020-12-04,11.13,5.87,17.78,2.45,12.23,5.71,29.11,6.69,7.8,4.61,48.52
2020-12-05,11.17,3.55,18.32,2.39,11.22,5.69,29.39,6.64,7.62,4.51,68.91
2020-12-06,11.2,7.54,17.6,2.23,15.28,5.3,27.98,7.44,8.68,4.7,80.54
2020-12-07,11.23,7.58,17.68,2.01,12.24,5.92,29.1,6.9,7.7,4.38,66.1
2020-12-08,11.26,6.43,17.99,2.29,13.59,5.56,28.6,7.0,8.2,4.52,63.83
2020-12-09,11.29,6.65,18.03,2.23,13.97,5.52,28.46,7.24,8.31,4.55,83.25
2020-12-10,11.32,6.29,18.19,2.26,12.38,5.82,29.07,6.76,7.82,4.31,74.94
2020-12-11,11.36,5.65,18.4,2.4,14.83,5.28,28.14,7.28,8.64,4.87,60.74
2020-12-12,11.39,7.74,18.07,2.34,13.09,5.85,28.88,6.85,7.95,4.24,79.06
2020-12-13,11.42,7.2,18.26,2.25,12.18,5.99,29.19,6.64,7.7,4.42,83.79
2020-12-14,11.46,5.36,18.71,2.22,11.68,5.93,29.31,6.72,7.64,4.36,62.25
2020-12-15,11.49,5.37,18.8,2.43,12.24,5.83,29.15,6.89,7.82,4.51,73.0
2020-12-16,11.52,9.21,18.12,2.3,13.88,5.91,28.66,7.23,8.11,4.42,68.03
2020-12-17,11.56,7.26,18.59,2.45,12.38,6.03,29.19,6.97,7.75,4.39,69.27
2020-12-18,11.59,6.85,18.76,2.24,11.85,6.11,29.34,6.83,7.6,4.33,69.9
2020-12-19,11.62,7.25,18.77,2.27,14.04,5.73,28.53,7.28,8.28,4.66,71.99
2020-12-20,11.66,7.11,18.89,2.46,12.54,6.03,29.14,6.8,7.8,4.27,82.29
2020-12-21,11.69,6.41,19.12,2.43,14.58,5.57,28.34,7.3,8.5,4.72,87.46
2020-12-22,11.73,7.18,19.05,2.24,13.34,5.91,28.81,7.1,8.05,4.6,83.88
2020-12-23,11.76,8.71,18.83,2.33,13.38,6.08,28.88,7.03,7.97,4.11,81.16
2020-12-24,11.79,7.34,19.2,2.29,13.41,5.95,28.81,7.09,8.06,4.5,60.28
2020-12-25,11.83,8.11,19.13,2.11,14.17,5.89,28.53,7.21,8.25,4.44,69.57
2020-12-26,11.86,7.03,19.44,2.15,15.08,5.62,28.15,7.56,8.61,4.84,72.29
2020-12-27,11.9,6.41,19.65,2.24,13.0,5.99,28.94,6.94,7.98,4.43,63.85
2020-12-28,11.93,6.49,19.72,2.35,14.58,5.7,28.37,7.27,8.48,4.71,65.4
2020-12-29,11.97,7.17,19.68,2.43,13.54,5.99,28.82,7.07,8.1,4.37,81.29
2020-12-30,12.0,6.27,19.95,2.23,15.94,5.44,27.84,7.73,8.93,5.11,89.74
2020-12-31,12.03,11.8,18.93,2.12,12.76,6.65,29.26,6.84,7.57,3.89,70.1
2021-01-01,12.03,5.56,20.18,2.67,15.36,5.5,28.13,7.53,8.78,4.96,88.54
2021-01-02,12.07,5.22,20.34,2.46,12.86,5.98,29.03,6.96,8.0,4.78,85.62
2021-01-03,12.1,5.55,20.36,2.35,14.3,5.75,28.48,7.15,8.44,4.69,74.17
2021-01-04,12.14,6.25,20.31,2.25,15.5,5.59,28.04,7.45,8.78,5.02,91.4
2021-01-05,12.17,8.25,20.0,2.44,12.93,6.32,29.14,6.91,7.83,4.14,78.24
2021-01-06,12.21,6.71,20.39,2.47,15.69,5.64,28.04,7.64,8.81,4.75,81.74
2021-01-07,12.24,5.2,20.79,2.64,13.38,5.96,28.9,6.94,8.16,4.77,76.93
2021-01-08,12.27,10.3,19.85,2.22,13.54,6.46,28.97,7.06,7.9,4.09,79.86
2021-01-09,12.31,6.85,20.63,2.26,13.11,6.22,29.01,7.01,7.97,4.33,77.34
2021-01-10,12.34,8.73,20.34,2.15,14.1,6.22,28.69,7.15,8.17,4.31,73.14
2021-01-11,12.38,4.54,21.27,2.4,14.44,5.75,28.45,7.25,8.53,5.1,74.51
2021-01-12,12.41,9.03,20.46,2.23,13.81,6.35,28.84,7.21,8.06,4.39,77.95
2021-01-13,12.44,8.18,20.72,2.48,11.87,6.67,29.6,6.77,7.48,3.99,65.92
2021-01-14,12.48,6.58,21.13,2.28,13.09,6.28,29.04,6.87,7.97,4.46,81.72
2021-01-15,12.51,6.84,21.16,2.31,14.38,6.06,28.57,7.16,8.37,4.58,78.77
2021-01-16,12.54,6.41,21.33,2.31,14.55,6.0,28.5,7.32,8.44,4.67,66.46
2021-01-17,12.58,6.61,21.38,2.37,13.21,6.31,29.03,7.11,8.0,4.35,76.13
2021-01-18,12.61,8.02,21.18,2.49,14.85,6.14,28.5,7.49,8.44,4.62,81.17
2021-01-19,12.64,7.53,21.37,2.39,15.81,5.91,28.1,7.55,8.78,4.86,74.32
2021-01-20,12.68,7.37,21.48,2.38,13.18,6.44,29.1,6.94,7.94,4.41,88.51
2021-01-21,12.71,9.0,21.24,2.36,13.1,6.63,29.2,6.95,7.82,4.07,75.71
2021-01-22,12.74,5.25,22.07,2.51,15.9,5.72,28.02,7.55,8.93,5.02,71.8
2021-01-23,12.77,4.94,22.22,2.73,13.73,6.13,28.88,7.16,8.26,4.77,96.91
2021-01-24,12.8,6.87,21.91,2.37,14.38,6.21,28.65,7.31,8.35,4.67,97.44
2021-01-25,12.83,4.41,22.49,2.69,14.37,5.98,28.62,7.36,8.49,4.87,91.38
2021-01-26,12.87,5.52,22.35,2.56,16.46,5.69,27.85,7.72,9.09,5.25,97.02
2021-01-27,12.9,8.28,21.88,2.28,14.96,6.28,28.48,7.51,8.45,4.42,77.52
2021-01-28,12.93,8.63,21.89,2.37,15.42,6.24,28.34,7.43,8.57,4.64,89.0
2021-01-29,12.96,7.37,22.22,2.35,14.76,6.26,28.55,7.38,8.43,4.57,84.88
2021-01-30,12.99,8.25,22.12,2.42,15.06,6.31,28.49,7.4,8.48,4.54,82.3
2021-01-31,13.02,8.07,22.23,2.39,14.5,6.42,28.7,7.27,8.3,4.57,88.9
2021-02-01,13.05,4.97,22.93,2.53,16.94,5.63,27.68,7.85,9.27,5.3,90.55
2021-02-02,13.08,6.24,22.75,2.37,16.06,5.95,28.04,7.71,8.91,5.09,81.58
2021-02-03,13.1,8.27,22.42,2.39,14.59,6.46,28.69,7.28,8.32,4.56,84.15
2021-02-04,13.13,8.44,22.46,2.46,15.79,6.25,28.26,7.52,8.69,4.51,83.21
2021-02-05,13.16,5.71,23.08,2.37,13.22,6.51,29.11,7.07,8.03,4.66,94.42
2021-02-06,13.19,5.92,23.11,2.51,13.04,6.58,29.22,7.05,7.96,4.49,79.77
2021-02-07,13.22,5.97,23.17,2.59,13.87,6.43,28.93,7.13,8.22,4.67,84.26
2021-02-08,13.24,6.22,23.19,2.51,14.1,6.42,28.84,7.27,8.28,4.64,87.96
2021-02-09,13.27,6.81,23.14,2.55,14.47,6.42,28.74,7.23,8.36,4.59,95.56
2021-02-10,13.3,5.85,23.4,2.24,15.17,6.2,28.38,7.5,8.64,5.02,98.79
2021-02-11,13.32,6.98,23.25,2.2,13.73,6.61,28.97,7.05,8.11,4.49,87.75
2021-02-12,13.35,4.21,23.87,2.51,15.23,6.05,28.35,7.42,8.75,5.14,88.01
2021-02-13,13.37,7.99,23.17,2.48,14.66,6.55,28.72,7.29,8.34,4.44,86.58
2021-02-14,13.4,5.03,23.83,2.57,17.34,5.73,27.61,8.11,9.38,5.41,84.03
2021-02-15,13.42,4.76,23.95,2.81,14.62,6.26,28.68,7.44,8.52,4.99,95.84
2021-02-16,13.45,6.18,23.73,2.52,14.12,6.52,28.88,7.3,8.27,4.59,91.64
2021-02-17,13.47,8.09,23.41,2.42,14.93,6.56,28.63,7.47,8.42,4.55,89.84
2021-02-18,13.49,6.31,23.82,2.4,14.24,6.53,28.82,7.13,8.3,4.77,110.74
2021-02-19,13.52,7.4,23.66,2.71,16.2,6.26,28.19,7.61,8.86,4.81,102.73
2021-02-20,13.54,6.99,23.8,2.61,14.06,6.66,28.97,7.29,8.2,4.67,82.88
2021-02-21,13.56,6.33,23.99,2.56,16.01,6.21,28.2,7.75,8.86,5.01,86.93
2021-02-22,13.58,9.37,23.44,2.41,14.48,6.83,28.87,7.34,8.19,4.32,86.12
2021-02-23,13.6,5.21,24.33,2.3,13.69,6.58,28.98,6.98,8.19,4.79,101.56
2021-02-24,13.62,5.47,24.33,2.63,13.94,6.57,28.97,7.09,8.25,4.77,97.67
2021-02-25,13.64,5.03,24.47,2.51,14.94,6.34,28.56,7.41,8.6,4.91,90.67
2021-02-26,13.66,7.41,24.04,2.42,13.03,6.97,29.36,6.8,7.84,4.46,87.55
2021-02-27,13.68,4.62,24.65,2.84,14.54,6.4,28.77,7.3,8.49,4.99,107.73
2021-02-28,13.7,5.59,24.5,2.63,15.83,6.24,28.27,7.5,8.85,5.13,98.19
2021-03-01,13.72,6.75,24.32,2.55,14.27,6.68,28.9,7.12,8.28,4.55,88.18
2021-03-02,13.73,8.51,24.01,2.48,14.92,6.73,28.71,7.25,8.38,4.39,88.81
2021-03-03,13.75,6.31,24.49,2.54,16.38,6.23,28.09,7.76,8.98,4.9,83.21
2021-03-04,13.77,8.46,24.1,2.59,14.51,6.83,28.89,7.18,8.25,4.39,99.63
2021-03-05,13.78,8.74,24.09,2.35,16.45,6.48,28.13,7.78,8.85,4.56,102.92
2021-03-06,13.8,6.28,24.62,2.62,16.37,6.25,28.11,7.75,8.97,5.01,96.12
2021-03-07,13.81,4.43,25.03,2.66,14.9,6.37,28.61,7.48,8.61,4.98,89.36
2021-03-08,13.83,9.12,24.13,2.38,13.49,7.13,29.28,6.95,7.88,4.09,79.09
2021-03-09,13.84,5.08,24.97,2.72,16.54,6.12,28.03,7.84,9.1,5.32,111.05
2021-03-10,13.86,4.13,25.2,2.58,17.02,5.94,27.78,7.84,9.31,5.47,92.92
2021-03-11,13.87,5.32,24.99,2.59,14.64,6.54,28.74,7.44,8.47,4.95,107.74
2021-03-12,13.88,4.99,25.09,2.86,15.27,6.39,28.55,7.61,8.69,5.03,98.56
2021-03-13,13.89,5.83,24.95,2.79,16.19,6.29,28.22,7.8,8.94,4.96,104.98
2021-03-14,13.9,3.38,25.47,2.47,14.88,6.31,28.56,7.49,8.66,5.12,88.88
2021-03-15,13.91,4.81,25.21,2.75,14.81,6.47,28.7,7.36,8.56,4.94,91.72
2021-03-16,13.92,5.23,25.15,2.63,14.44,6.6,28.83,7.25,8.41,4.93,81.13
2021-03-17,13.93,6.05,25.01,2.53,17.04,6.16,27.86,8.02,9.19,5.02,108.1
2021-03-18,13.94,4.24,25.4,2.64,16.43,6.11,28.04,7.87,9.11,5.17,98.64
2021-03-19,13.95,6.52,24.96,2.51,17.11,6.21,27.85,7.89,9.19,4.96,104.64
2021-03-20,13.96,3.39,25.61,2.61,14.73,6.37,28.65,7.38,8.61,5.02,98.54
2021-03-21,13.96,6.05,25.09,2.58,15.91,6.4,28.3,7.7,8.83,4.82,98.74
2021-03-22,13.97,5.73,25.17,2.68,15.99,6.36,28.28,7.74,8.88,4.94,106.76
2021-03-23,13.97,5.64,25.21,2.48,15.79,6.39,28.32,7.63,8.82,4.96,97.12
2021-03-24,13.98,6.05,25.14,2.41,15.62,6.47,28.38,7.69,8.74,4.92,85.45
2021-03-25,13.98,4.8,25.4,2.72,16.33,6.21,28.13,7.66,9.04,5.06,90.93
2021-03-26,13.99,5.53,25.26,2.71,14.61,6.63,28.81,7.21,8.44,4.95,109.69
2021-03-27,13.99,6.0,25.18,2.69,15.85,6.43,28.35,7.61,8.81,4.89,80.5
2021-03-28,13.99,6.79,25.03,2.53,16.04,6.47,28.28,7.76,8.83,5.01,98.22
2021-03-29,14.0,3.76,25.64,2.71,15.57,6.26,28.37,7.43,8.86,5.12,91.3
2021-03-30,14.0,4.57,25.48,2.64,15.03,6.45,28.6,7.37,8.64,5.08,97.99
2021-03-31,14.0,5.68,25.26,2.79,15.54,6.46,28.48,7.66,8.73,5.06,89.79
2021-04-01,14.0,3.33,25.73,2.65,16.08,6.12,28.15,7.6,9.04,5.41,95.52
2021-04-02,14.0,3.75,25.65,2.7,15.06,6.36,28.57,7.53,8.69,5.02,86.67
2021-04-03,14.0,4.0,25.6,2.62,14.68,6.46,28.71,7.47,8.56,5.07,105.71
2021-04-04,14.0,4.42,25.51,2.74,16.52,6.14,28.05,7.82,9.12,5.33,100.89
2021-04-05,14.0,3.57,25.68,2.61,14.39,6.48,28.8,7.33,8.49,4.96,102.79
2021-04-06,13.99,1.75,26.03,2.9,15.29,6.11,28.44,7.37,8.89,5.27,103.89
2021-04-07,13.99,4.41,25.49,2.72,17.3,5.98,27.75,7.85,9.37,5.38,115.53
2021-04-08,13.99,4.79,25.41,2.65,15.47,6.38,28.44,7.67,8.76,5.01,102.34
2021-04-09,13.98,6.08,25.14,2.62,14.52,6.7,28.85,7.31,8.38,4.64,97.94
2021-04-10,13.98,5.53,25.24,2.64,14.3,6.68,28.91,7.15,8.35,4.63,92.17
2021-04-11,13.97,3.78,25.57,2.68,15.56,6.25,28.37,7.63,8.85,5.23,106.3
2021-04-12,13.97,4.36,25.44,2.68,13.69,6.68,29.1,7.14,8.22,4.74,101.11
2021-04-13,13.96,3.56,25.58,2.68,16.4,6.06,28.04,7.73,9.13,5.3,130.61
2021-04-14,13.95,4.39,25.4,2.86,16.39,6.14,28.11,7.66,9.08,5.33,101.61
2021-04-15,13.94,6.45,24.97,2.57,15.47,6.52,28.48,7.5,8.67,4.94,100.12
2021-04-16,13.94,2.63,25.71,2.66,15.12,6.21,28.48,7.58,8.78,5.3,86.03
2021-04-17,13.93,5.48,25.11,2.61,16.16,6.28,28.19,7.62,8.94,5.15,111.54
2021-04-18,13.92,5.75,25.03,2.46,14.83,6.57,28.67,7.4,8.5,4.78,95.37
2021-04-19,13.91,1.99,25.76,2.74,16.83,5.79,27.81,7.88,9.37,5.73,99.57
2021-04-20,13.9,6.37,24.86,2.62,14.98,6.59,28.67,7.34,8.52,4.64,107.39
2021-04-21,13.89,3.86,25.33,2.58,14.46,6.44,28.75,7.28,8.5,5.08,90.08
2021-04-22,13.87,4.88,25.1,2.93,16.58,6.11,28.05,7.92,9.12,5.2,101.62
2021-04-23,13.86,4.8,25.08,2.58,14.27,6.56,28.86,7.12,8.39,4.88,92.94
2021-04-24,13.85,6.71,24.66,2.38,15.86,6.42,28.29,7.64,8.78,4.77,79.34
2021-04-25,13.84,1.38,25.7,2.99,17.02,5.65,27.75,8.01,9.47,5.82,108.62
2021-04-26,13.82,5.81,24.77,2.64,16.01,6.29,28.24,7.65,8.88,4.93,97.3
2021-04-27,13.81,2.63,25.37,2.73,16.31,5.9,28.02,7.63,9.17,5.49,100.36
2021-04-28,13.79,4.21,25.02,2.63,15.07,6.3,28.53,7.41,8.68,4.97,103.5
2021-04-29,13.78,3.04,25.21,2.86,15.09,6.17,28.51,7.44,8.76,5.33,104.52
2021-04-30,13.76,3.2,25.14,2.78,14.03,6.39,28.9,7.21,8.41,4.94,92.78
2021-05-01,13.74,5.16,24.7,2.59,14.81,6.43,28.64,7.26,8.54,5.01,76.22
2021-05-02,13.73,2.74,25.14,2.55,18.73,5.39,27.05,8.4,9.94,5.72,98.41
2021-05-03,13.71,6.02,24.44,2.5,14.68,6.52,28.7,7.39,8.45,4.66,98.1
2021-05-04,13.69,2.66,25.06,2.8,15.54,6.0,28.3,7.64,8.93,5.46,89.3
2021-05-05,13.67,7.11,24.13,2.42,15.9,6.37,28.26,7.56,8.78,4.92,101.19
2021-05-06,13.65,4.82,24.53,2.64,15.53,6.2,28.35,7.65,8.8,5.07,99.34
2021-05-07,13.63,3.54,24.74,2.73,14.07,6.36,28.87,7.2,8.41,5.13,95.34
2021-05-08,13.61,1.25,25.14,2.84,16.65,5.6,27.81,7.73,9.37,5.83,84.18
2021-05-09,13.59,3.51,24.64,2.74,15.06,6.13,28.48,7.57,8.73,5.07,91.59
2021-05-10,13.57,2.9,24.71,2.73,14.79,6.12,28.55,7.24,8.68,5.19,91.89
2021-05-11,13.55,2.64,24.7,2.59,15.31,5.98,28.32,7.66,8.86,5.18,94.66
2021-05-12,13.53,4.6,24.25,2.68,14.6,6.3,28.68,7.45,8.52,4.97,95.76
2021-05-13,13.51,4.22,24.27,2.71,16.99,5.78,27.75,7.96,9.31,5.48,94.37
2021-05-14,13.48,3.02,24.45,2.62,15.43,5.96,28.28,7.59,8.88,5.15,105.27
2021-05-15,13.46,4.08,24.18,2.63,15.96,5.95,28.12,7.59,8.99,5.19,99.01
2021-05-16,13.44,5.08,23.92,2.52,15.68,6.09,28.23,7.56,8.84,5.02,92.39
2021-05-17,13.41,2.62,24.35,2.7,15.43,5.88,28.26,7.63,8.91,5.27,70.94
2021-05-18,13.39,5.36,23.73,2.42,14.63,6.3,28.62,7.41,8.49,4.95,90.82
2021-05-19,13.36,4.64,23.81,2.65,15.24,6.1,28.4,7.41,8.73,4.95,82.85
2021-05-20,13.34,6.18,23.44,2.65,14.6,6.37,28.7,7.38,8.43,4.79,86.51
2021-05-21,13.31,5.06,23.6,2.49,15.47,6.07,28.28,7.58,8.78,5.12,85.97
2021-05-22,13.28,1.27,24.28,2.83,15.78,5.61,28.08,7.52,9.11,5.6,93.07
2021-05-23,13.26,5.59,23.35,2.44,15.37,6.11,28.32,7.52,8.72,5.02,95.23
2021-05-24,13.23,1.47,24.1,2.95,16.25,5.51,27.92,7.76,9.25,5.76,91.59
2021-05-25,13.2,3.55,23.62,2.78,16.55,5.65,27.85,7.71,9.22,5.38,101.12
2021-05-26,13.18,5.72,23.11,2.64,14.25,6.31,28.78,7.13,8.36,4.67,106.6
2021-05-27,13.15,4.76,23.23,2.66,13.65,6.32,28.96,7.18,8.23,4.85,100.83
2021-05-28,13.12,4.12,23.29,2.47,14.68,6.04,28.51,7.23,8.59,4.94,106.58
2021-05-29,13.09,4.66,23.1,2.6,14.38,6.14,28.66,7.37,8.47,5.04,84.45
2021-05-30,13.06,1.88,23.58,2.49,15.82,5.55,27.97,7.5,9.1,5.41,82.35
2021-05-31,13.03,4.75,22.93,2.6,13.04,6.38,29.16,7.01,8.04,4.81,87.59
2021-06-01,13.0,5.44,22.72,2.73,13.53,6.34,29.02,7.08,8.15,4.78,85.59
2021-06-02,12.97,3.89,22.95,2.63,13.71,6.13,28.87,7.0,8.3,4.95,88.42
2021-06-03,12.94,4.67,22.72,2.48,15.41,5.86,28.21,7.65,8.81,5.05,96.07
2021-06-04,12.91,6.01,22.37,2.39,13.0,6.46,29.16,6.93,7.95,4.42,93.14
2021-06-05,12.88,5.13,22.47,2.62,14.41,6.07,28.63,7.28,8.46,5.0,93.72
2021-06-06,12.85,5.44,22.32,2.4,13.81,6.21,28.82,7.15,8.25,4.85,98.39
2021-06-07,12.82,3.03,22.72,2.71,14.27,5.86,28.61,7.42,8.54,4.97,82.13
2021-06-08,12.79,3.73,22.5,2.68,14.41,5.88,28.57,7.45,8.55,5.03,87.16
2021-06-09,12.76,3.01,22.56,2.67,15.81,5.52,28.0,7.57,9.04,5.39,81.29
2021-06-10,12.72,4.38,22.21,2.44,14.06,5.99,28.67,7.18,8.4,4.93,79.69
2021-06-11,12.69,2.16,22.57,2.61,15.32,5.5,28.13,7.43,8.94,5.44,91.19
2021-06-12,12.66,3.16,22.28,2.48,14.55,5.74,28.43,7.36,8.63,5.26,84.15
2021-06-13,12.63,3.1,22.21,2.68,15.46,5.53,28.11,7.62,8.93,5.39,91.98
2021-06-14,12.59,2.45,22.25,2.66,16.09,5.32,27.83,7.59,9.17,5.45,96.71
2021-06-15,12.56,6.19,21.42,2.52,13.43,6.21,28.96,7.19,8.1,4.72,82.58
2021-06-16,12.53,1.36,22.3,2.72,14.17,5.57,28.52,7.39,8.63,5.31,89.2
2021-06-17,12.49,0.95,22.29,2.88,13.55,5.63,28.76,7.0,8.45,5.24,95.4
2021-06-18,12.46,2.74,21.85,2.64,14.03,5.7,28.6,7.14,8.5,5.03,82.59
2021-06-19,12.43,7.05,20.9,2.29,14.08,6.1,28.68,7.21,8.26,4.57,63.1
2021-06-20,12.39,3.16,21.59,2.36,15.05,5.5,28.16,7.55,8.81,5.23,75.51
2021-06-21,12.36,2.66,21.6,2.55,15.59,5.33,27.96,7.51,9.01,5.42,87.63
2021-06-22,12.33,2.04,21.64,2.68,15.66,5.24,27.93,7.59,9.07,5.43,78.67
2021-06-23,12.29,3.43,21.27,2.64,13.55,5.78,28.78,7.18,8.32,4.89,69.25
2021-06-24,12.26,0.69,21.73,2.54,13.98,5.4,28.47,7.15,8.62,5.5,83.38
